,Title,Image,Old price,New price,Diagonal of display,Shape of display,Processor series,CPU,Cores,CPU base frequency,RAM,RAM type,RAM frequency,HDD,SSD,Video card,Model of video card,Video card capacity,Web-camera,Shape,Weight
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikb-80xl02mdra.html,Ноутбук LENOVO IdeaPad 320-15IKB (80XL02MDRA),https://i1.foxtrot.com.ua/product/thumb/6345969.jpg,,16999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 920MX,,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320s-13ikb-81ak008gra.html,Ноутбук LENOVO IP 320S-13IKB (81AK008GRA),https://i1.foxtrot.com.ua/product/thumb/6365741.jpg,,16999,13.3,1920 x 1080,Intel® Core™ i3 (7 поколение),7100U,2,2.4,4 Гб,DDR4,2133,,128 Гб,,Intel HD Graphics 620,,1 Мп (HD),307.4 x 211 х 16.9,1.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ast-80xv00rfra.html,Ноутбук LENOVO IdeaPad 320-15AST (80XV00RFRA),https://i1.foxtrot.com.ua/product/thumb/6362886.jpg,,6999,15.6,1366 х 768,AMD E2,9000,2,1.8,4 Гб,DDR4,1866,500 Гб,,,Radeon R2,,0.3 Мп (VGA),338.3 x 249.9 x 22.7,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr015bra.html,Ноутбук LENOVO IP 320-15IAP (80XR015BRA),https://i1.foxtrot.com.ua/product/thumb/6362884.jpg,,8359,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3L,1600,500 Гб,,AMD,Radeon 530,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f756uq-t4282d.html,Ноутбук ASUS F756UQ-T4282D (90NB0C31-M03710),https://i1.foxtrot.com.ua/product/thumb/6339368.jpg,20999,19599,17.3,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),415 x 37.5 x 274,2.69 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_e5-575g-73fy-nx-gdweu-129.html,Ноутбук ACER E5-575G-73FY (NX.GDWEU.129),https://i1.foxtrot.com.ua/product/thumb/6342960.jpg,,18999,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,6 Гб,DDR4,,,128 Гб,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),30.2 х 381.6 х 259,2.23 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f540mb-dm023.html,Ноутбук ASUS F540MB-DM023 (90NB0IQ1-M00360),https://i1.foxtrot.com.ua/product/thumb/6384147.jpg,,8999,15.6,1920 x 1080,Intel® Celeron™,N4100,4,1.1,4 Гб,,,500 Гб,,NVIDIA,GeForce MX110,2 Гб,0.3 Мп (VGA),381 x 251 x 27.2,1.9 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541na-go188.html,Ноутбук ASUS F541NA-GO188,https://i1.foxtrot.com.ua/product/thumb/6351173.jpg,,7699,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics,,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_e5-576g-31l8-nx-gu2eu-006.html,Ноутбук ACER E5-576G-31L8 (NX.GU2EU.006),https://i1.foxtrot.com.ua/product/thumb/6369254.jpg,,12999,15.6,1920 x 1080,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR3,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),381.60 x 259 x 30.20,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541na-go188t.html,Ноутбук ASUS F541NA-GO188T (90NB0E81-M02620),https://i1.foxtrot.com.ua/product/thumb/6339359.jpg,,8999,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,DDR3,,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541na-go086.html,Ноутбук ASUS F541NA-GO086,https://i1.foxtrot.com.ua/product/thumb/6351175.jpg,,8799,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,500 Гб,,,Intel HD Graphics,,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541uv-gq1015t.html,Ноутбук ASUS F541UV-GQ1015T,https://i1.foxtrot.com.ua/product/thumb/6356969.jpg,,14599,15.6,1366 х 768,Intel® Core™ i3 (7 поколение),7100U,2,2.4,4 Гб,,,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_yoga-520-14ikb-80x800wrra.html,Ультрабук LENOVO YOGA 520-14IKB (80X800WRRA),https://i1.foxtrot.com.ua/product/thumb/6365329.jpg,,22071,14,1920 x 1080,Intel® Core™ i3 (7 поколение),7130U,2,2.7,4 Гб,DDR4,2133,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),330 x 235 x 19.9,1.74 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-3567-i353410diw-60g.html,Ноутбук DELL Inspiron 3567 I353410DIW-60G,https://i1.foxtrot.com.ua/product/thumb/6331929.jpg,,12999,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 520,,1 Мп (HD),380 х 260.3 х 23.65,2.25 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y720-15ikb-80vr00k4ra.html,Ноутбук LENOVO Y720-15IKB (80VR00K4RA),https://i1.foxtrot.com.ua/product/thumb/6372234.jpg,,45999,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,16 Гб,DDR4,2400,2 Тб,128 Гб,NVIDIA,GeForce GTX1060,6 Гб,1 Мп (HD),380 x 277 x 29,3.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_laptop-15-bs045ur-1vh44ea.html,Ноутбук HP 15-bs045ur (1VH44EA) Black,https://i1.foxtrot.com.ua/product/thumb/6355320.jpg,,11499,15.6,1366 х 768,Intel® Pentium™,N3710,4,1.6,4 Гб,,,500 Гб,,AMD,Radeon 520,2 Гб,0.3 Мп (VGA),380 x 253.8 x 23.8,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-520-15ikb-80yl00k9ra.html,Ноутбук LENOVO IdeaPad 520-15IKB (80YL00K9RA),https://i1.foxtrot.com.ua/product/thumb/6345960.jpg,,24801,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-520-15ikb-80yl00k8ra.html,Ноутбук LENOVO IdeaPad 520-15IKB (80YL00K8RA),https://i1.foxtrot.com.ua/product/thumb/6345973.jpg,,22606,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-ay109ur-z3f17ea.html,Ноутбук HP 15-ay109ur (Z3F17EA),https://i1.foxtrot.com.ua/product/thumb/6311741.jpg,,17999,15.6,1366 х 768,Intel® Core™ i5 (7 поколение),7200U,2,2.5,4 Гб,DDR4,2133,500 Гб,,AMD,Radeon R5 M430,2 Гб,1 Мп (HD),384.3 x 254.6 x 24.3,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-120s-11iap-81a400d4ra.html,Ультрабук LENOVO IdeaPad 120S-11IAP (81A400D4RA) Ballerina pink,https://i1.foxtrot.com.ua/product/thumb/6378572.jpg,,6699,11.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,2 Гб,DDR4,2400,,,,Intel HD Graphics 500,,0.3 Мп (VGA),288 x 200.9 x 20.9,1.27 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_pavilion-laptop-14-ce0048ur-4pp28ea.html,Ноутбук HP Pavilion Laptop 14-ce0048ur (4PP28EA),https://i1.foxtrot.com.ua/product/thumb/6416673.jpg,,17599,14,1920 x 1080,Intel® Core™ i3 (8 поколение),8130U,2,2.2,8 Гб,DDR4,2400,,128 Гб,,Intel UHD Graphics 620,,1 Мп (HD),326.8 x 225.5 x 17.9,1.59 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_r558ua-dm918d.html,Ноутбук ASUS R558UA-DM918D,https://i1.foxtrot.com.ua/product/thumb/6315887.jpg,,16999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,,,1 Тб,,,Intel HD Graphics 620,,0.3 Мп (VGA),382 x 258 x 25.5,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikb-80xl03nqra.html,Ноутбук LENOVO IdeaPad 320-15IKB (80XL03NQRA),https://i1.foxtrot.com.ua/product/thumb/6368512.jpg,,12099,15.6,1366 х 768,Intel® Pentium™,4415U,2,2.3,4 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce 920MX,2 Гб,0.3 Мп (VGA),378 x 260 x 23,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f556uq-dm1202t.html,Ноутбук ASUS F556UQ-DM1202T (90NB0BH3-M15960),https://i1.foxtrot.com.ua/product/thumb/6339367.jpg,,28599,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,16 Гб,,,1 Тб,256 Гб,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),382 x 258 x 25.5,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk00v4ra.html,Ноутбук LENOVO Legion Y520-15IKBN (80WK00V4RA),https://i1.foxtrot.com.ua/product/thumb/6365270.jpg,,35574,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_e502na-dm018.html,Ноутбук ASUS E502NA-DM018,https://i1.foxtrot.com.ua/product/thumb/6315903.jpg,,9299,15.6,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,,,1 Тб,,,Intel HD Graphics 505,,0.3 Мп (VGA),339 x 235 x 21.9,1.65 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-5767-i577810ddw-63b.html,Ноутбук Dell Inspiron 5767 (I577810DDW-63B),https://i1.foxtrot.com.ua/product/thumb/6331949.jpg,,24566,17.3,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,DDR4,,1 Тб,,AMD,Radeon R7 M445,4 Гб,1 Мп (HD),424 x 280 x 25.3,2.83 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-3567-i353410ddl-60gnr.html,Ноутбук DELL Inspiron 3567 (I353410DDL-60GNR),https://i1.foxtrot.com.ua/product/thumb/6358577.jpg,,12099,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2400,1 Тб,,AMD,Radeon R5 M430,2 Гб,1 Мп (HD),23.65 x 380 x 260.3,2.25 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-ba565ur-z5a63ea.html,Ноутбук HP 15-ba565ur (Z5A63EA),https://i1.foxtrot.com.ua/product/thumb/6309948.jpg,,11659,15.6,1366 х 768,AMD A8,7410,4,2.2,4 Гб,DDR3L,1600,1 Тб,,AMD,Radeon R5 M430,2 Гб,1 Мп (HD),384.3 x 254.6 x 24.3,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_255-g6-2ew01es.html,Ноутбук HP 255 G6 (2EW01ES),https://i1.foxtrot.com.ua/product/thumb/6400548.jpg,,7299,15.6,1366 х 768,AMD A6,9220,2,2.5,4 Гб,DDR4,1866,500 Гб,,,Radeon R4,,0.3 Мп (VGA),23.8 x 380 x 253.8,1.86 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541nc-dm110.html,Ноутбук ASUS F541NC-DM110,https://i1.foxtrot.com.ua/product/thumb/6351177.jpg,,10229,15.6,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,,,1 Тб,,NVIDIA,GeForce GT810M,2 Гб,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_es1-532g-p0un-nx-ghaeu-003.html,Ноутбук ACER ES1-532G-P0UN (NX.GHAEU.003),https://i1.foxtrot.com.ua/product/thumb/6343525.jpg,,9999,15.6,1366 х 768,Intel® Pentium™,N3710,4,1.6,4 Гб,DDR3L,,500 Гб,,NVIDIA,GeForce GT920M,2 Гб,0.3 Мп (VGA),381.8 x 258 x 24.6,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_e502na-go021.html,Ноутбук ASUS E502NA-GO021 (90NB0DI2-M00910),https://i1.foxtrot.com.ua/product/thumb/6339358.jpg,,7499,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,,,500 Гб,,,Intel HD Graphics 500,,0.3 Мп (VGA),339 x 235 x 21.9,1.65 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_17-x018ur-x8p95ea.html,Ноутбук HP 17-x018ur (X8P95EA),https://i1.foxtrot.com.ua/product/thumb/6290077.jpg,,21559,17.3,1600 х 900,Intel® Core™ i5 (6 поколение),6200U,2,2.3,8 Гб,DDR4,2133,1 Тб,,AMD,Radeon R5 M430,2 Гб,1 Мп (HD),417 x 279 x 249,2.65 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15ikb-80xl03mhra.html,Ноутбук LENOVO IdeaPad 320-15IKB (80XL03MHRA),https://i1.foxtrot.com.ua/product/thumb/6363862.jpg,,19999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,DDR4,2133,,256 Гб,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),378 x 260 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_nitro-5-an515-51-53uy-nh-q2qeu-062.html,Ноутбук ACER Nitro 5 AN515-51-53UY (NH.Q2QEU.062),https://i1.foxtrot.com.ua/product/thumb/6380217.jpg,,35999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,,16 Гб,DDR4,2400,1 Тб,128 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),390 x 266 x 26.75,2.7 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_r207na-fd001t.html,Ноутбук ASUS R207NA-FD001T,https://i1.foxtrot.com.ua/product/thumb/6351168.jpg,,7599,11.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,2 Гб,,,,,,Intel HD Graphics,,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_pavilion-15-cb033ur-2np76ea.html,Ноутбук HP Pavilion 15-cb033ur (2NP76EA),https://i1.foxtrot.com.ua/product/thumb/6357956.jpg,,29999,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7700HQ,4,2.8,12 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce GTX1050,4 Гб,1080p,378 x 252.2 x 24.1,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-320-15iap-80xr00n2ra.html,Ноутбук LENOVO IdeaPad 320-15IAP (80XR00N2RA),https://i1.foxtrot.com.ua/product/thumb/6345968.jpg,,11659,15.6,1366 х 768,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,500 Гб,,AMD,Radeon 530,2 Гб,0.3 Мп (VGA),,
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk00usra.html,Ноутбук LENOVO LN Y520-15IKBN (80WK00USRA),https://i1.foxtrot.com.ua/product/thumb/6355931.jpg,,25459,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,8 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-80wk00v3ra.html,Ноутбук LENOVO Legion Y520 (80WK00V3RA),https://i1.foxtrot.com.ua/product/thumb/6358037.jpg,,34630,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,16 Гб,DDR4,2400,,512 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),380 х 265 х 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_15-ay108ur-z3f15ea.html,Ноутбук HP 15-ay108ur (Z3F15EA),https://i1.foxtrot.com.ua/product/thumb/6311740.jpg,,14299,15.6,1366 х 768,Intel® Core™ i5 (7 поколение),7200U,2,2.5,4 Гб,DDR4,2133,500 Гб,,AMD,Radeon R5 M430,2 Гб,1 Мп (HD),384.3 x 254.6 x 24.3,2.04 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_e5-774g-30k5-nx-gg7eu-056.html,Ноутбук ACER Aspire E5-774G-30K5 (NX.GG7EU.056),https://i1.foxtrot.com.ua/product/thumb/6342959.jpg,,14999,17.3,1600 х 900,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,1 Мп (HD),423.3 х 281.9 х 33.1,3.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_250-z2y79es.html,Ноутбук HP 250 (Z2Y79ES),https://i1.foxtrot.com.ua/product/thumb/6350749.jpg,,10999,15.6,1920 x 1080,Intel® Core™ i3 (5 поколение),5005U,2,2.1,4 Гб,DDR3,1600,500 Гб,,AMD,Radeon R5 M430,2 Гб,0.3 Мп (VGA),384 x 255 x 24,1.96 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk01avra.html,Ноутбук LENOVO Y520-15IKBN (80WK01AVRA),https://i1.foxtrot.com.ua/product/thumb/6358236.jpg,,26599,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,6 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),380 x 265 x 25.8,2.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541nc-go052.html,Ноутбук ASUS F541NC-GO052 (90NB0E91-M00680),https://i1.foxtrot.com.ua/product/thumb/6339360.jpg,,8359,15.6,1366 х 768,Intel® Celeron™,N3350,2,1.1,4 Гб,,,500 Гб,,NVIDIA,GeForce GT810M,2 Гб,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_legion-y520-15ikbn-80wk01aura.html,Ноутбук LENOVO Y520-15IKBN (80WK01AURA),https://i1.foxtrot.com.ua/product/thumb/6379353.jpg,,25999,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,6 Гб,DDR4,2400,1 Тб,,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),380 x 265 x 25.8,3.4 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-3567-i353410diw-51s.html,Ноутбук DELL Inspiron 3567 (I353410DIW-51S),https://i1.foxtrot.com.ua/product/thumb/6330041.jpg,,12999,15.6,1366 х 768,Intel® Core™ i3 (6 поколение),6006U,2,2.0,4 Гб,DDR4,2400,1 Тб,,,Intel HD Graphics 520,,1 Мп (HD),380 x 260.3 x 32.65,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f556uq-dm1204d.html,Ноутбук ASUS F556UQ-DM1204D (90NB0BH3-M15980),https://i1.foxtrot.com.ua/product/thumb/6339364.jpg,,18699,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),382 x 258 x 25.5,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_xiaomi_mi-notebook-air-13-3--jyu4003cn-silver.html,"Ультрабук XIAOMI Mi Notebook Air 13.3"" (JYU4003CN) Silver",https://i1.foxtrot.com.ua/product/thumb/6330409.jpg,,26999,13.3,1920 x 1080,Intel® Core™ i5 (6 поколение),6200U,2,2.3,8 Гб,LPDDR3,2133,,256 Гб,NVIDIA,GeForce 940MX,1 Гб,1 Мп (HD),309.6 x 210.9 x 14.8,1.28 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_hp_omen-15-dc0028ur-4pr16ea.html,Ноутбук HP OMEN 15-dc0028ur (4PR16EA),https://i1.foxtrot.com.ua/product/thumb/6422366.jpg,,42999,15.6,1920 x 1080,Intel® Core™ i7 (8 поколение),8750H,6,2.2,8 Гб,DDR4,2666,1 Тб,128 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),360 x 263 x 25,2.38 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_f541nc-dm053.html,Ноутбук ASUS F541NC-DM053 (90NB0E91-M00690),https://i1.foxtrot.com.ua/product/thumb/6339362.jpg,,9899,15.6,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,,,1 Тб,,NVIDIA,GeForce GT810M,2 Гб,0.3 Мп (VGA),381.4 x 251.5 x 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_xiaomi_mi-notebook-air-12-m3-4g-256g-jyu4012cn-gold.html,Ультрабук XIAOMI Mi Notebook Air 12 M3 4G 256G (JYU4012CN) Gold,https://i1.foxtrot.com.ua/product/thumb/6356298.jpg,,19999,12.5,1920 x 1080,Intel® Core™ m3 (7 поколение),7Y30,2,1.0,4 Гб,DDR3,1866,,256 Гб,,Intel HD Graphics 515,,1 Мп (HD),292 x 202 x 12.9,1.07 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_lenovo_ip-110-15acl-80tj005xra.html,Ноутбук LENOVO IdeaPad 110-15ACL (80TJ005XRA),https://i1.foxtrot.com.ua/product/thumb/6339215.jpg,,6379,15.6,1366 х 768,AMD E1,7010,2,1.5,2 Гб,DDR3L,1600,500 Гб,,,Radeon R2,,0.3 Мп (VGA),378 x 265 x 22.9,2.2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a515-51g-58be-nx-gwheu-006.html,Ноутбук ACER Aspire 5 A515-51G-58BE (NX.GWHEU.006) Obsidian Black,https://i1.foxtrot.com.ua/product/thumb/6381122.jpg,,19037,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,2133,1 Тб,,NVIDIA,GeForce MX130,2 Гб,1 Мп (HD),381.6 x 263 x 21.6,2.1 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_apple_a1466-macbook-air-mqd42ua-a.html,Ультрабук APPLE A1466 MacBook Air MQD42UA/A,https://i1.foxtrot.com.ua/product/thumb/6356154.jpg,,45699,13.3,1440 x 900,,,2,1.8,8 Гб,LPDDR3,1600,,256 Гб,,Intel HD Graphics 6000,,1 Мп (HD),325 x 227 x 17,1.35 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_huawei_matebook-x-53010anu.html,Ультрабук HUAWEI Matebook X (53010ANU) Space Gray,https://i1.foxtrot.com.ua/product/thumb/6369973.jpg,,35999,13.3,2160 x 1440,Intel® Core™ i5 (7 поколение),7200U,2,2.5,8 Гб,LPDDR3,,,256 Гб,,Intel HD Graphics 620,,1 Мп (HD),286 x 211 x 12.5,1.05 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_apple_a1708-macbook-pro-mpxt2ua-a.html,Ноутбук APPLE A1708 MacBook Pro (MPXT2UA/A),https://i1.foxtrot.com.ua/product/thumb/6358408.jpg,,57999,13.3,2560 x 1600,Intel® Core™ i5 (6 поколение),,2,2.3,8 Гб,,,,256 Гб,,Intel Iris Plus Graphics 640,,1 Мп (HD),304.1 x 212.4 x 14.9,1.37 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_x541na-dm122.html,Ноутбук ASUS X541NA-DM122 (90NB0E81-M01720),https://i1.foxtrot.com.ua/product/thumb/6341371.jpg,,10817,15.6,1920 x 1080,Intel® Pentium™,N4200,4,1.1,4 Гб,DDR3L,1600,1 Тб,,,Intel HD Graphics 505,,0.3 Мп (VGA),381.4 х 251.5 х 27.6,2 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_asus_r558uq-dm701t.html,Ноутбук ASUS R558UQ-DM701T,https://i1.foxtrot.com.ua/product/thumb/6358410.jpg,,23252,15.6,1920 x 1080,Intel® Core™ i7 (7 поколение),7500U,2,2.7,8 Гб,,,1 Тб,,NVIDIA,GeForce 940MX,2 Гб,0.3 Мп (VGA),382 x 258 x 25.5,2.3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_dell_inspiron-7577-i75581s0dw-418.html,Ноутбук DELL Inspiron 7577 (I75581S0DW-418),https://i1.foxtrot.com.ua/product/thumb/6407572.jpg,,28616,15.6,1920 x 1080,Intel® Core™ i5 (7 поколение),7300HQ,4,2.5,8 Гб,DDR4,2400,1 Тб,8 Гб,NVIDIA,GeForce GTX1050,4 Гб,1 Мп (HD),389 x 274.7 x 24.95,2.65 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_aspire-5-a517-51g-559l-nx-gsxeu-010.html,Ноутбук ACER Aspire 5 A517-51G-559L (NX.GSXEU.010),https://i1.foxtrot.com.ua/product/thumb/6362374.jpg,,21439,17.3,1920 x 1080,Intel® Core™ i5 (8 поколение),8250U,4,1.6,8 Гб,DDR4,,1 Тб,,NVIDIA,GeForce MX150,2 Гб,1 Мп (HD),423.32 x 289.91 x 28.25,3 кг
https://www.foxtrot.com.ua/ru/shop/noutbuki_acer_nitro-5-an515-52-51bpnh-q3leu-021.html,Ноутбук ACER Nitro 5 AN515-52-51BP (NH.Q3LEU.021),https://i1.foxtrot.com.ua/product/thumb/6415340.jpg,,30999,15.6,1920 x 1080,Intel® Core™ i5 (8 поколение),8300H,4,2.3,8 Гб,DDR4,2400,,256 Гб,NVIDIA,GeForce GTX1050Ti,4 Гб,1 Мп (HD),26.75 х 390 х 266,2.7 кг
